Event	Time	Queue	Clock
receive	1678079323.365605	1	259
receive	1678079323.868979	0	260
send 10	1678079324.370615	0	261
receive	1678079324.87293	0	265
send 1	1678079325.3769228	0	266
send 3	1678079325.87793	0	267
send 2	1678079326.379955	0	268
receive	1678079326.882091	0	271
send 2	1678079327.384626	0	272
send 6	1678079327.8894851	0	273
receive	1678079328.392859	0	277
send 4	1678079328.897131	0	278
send 3	1678079329.401769	0	279
send 2	1678079329.902713	0	280
send 4	1678079330.403637	0	281
receive	1678079330.9050848	0	287
send 2	1678079331.410775	0	288
receive	1678079331.911834	0	291
send 6	1678079332.4173708	0	292
send 9	1678079332.921016	0	293
send 9	1678079333.423182	0	294
send 6	1678079333.9275331	0	295
send 9	1678079334.433239	0	296
send 7	1678079334.938875	0	297
send 1	1678079335.444106	0	298
send 4	1678079335.947072	0	299
send 10	1678079336.452689	0	300
receive	1678079336.953569	0	310
receive	1678079337.459689	0	312
send 10	1678079337.9610949	0	313
send 1	1678079338.464336	0	314
send 4	1678079338.9670038	0	315
receive	1678079339.4677608	0	319
receive	1678079339.9716392	0	321
send 1	1678079340.472339	0	322
send 10	1678079340.9779258	0	323
send 9	1678079341.48222	0	324
receive	1678079341.987709	0	328
send 3	1678079342.489287	0	329
send 9	1678079342.994294	0	330
receive	1678079343.497041	0	332
send 4	1678079344.002124	0	333
receive	1678079344.506418	0	336
send 6	1678079345.007212	0	337
receive	1678079345.510844	0	340
send 8	1678079346.0114691	0	341
send 8	1678079346.516276	0	342
send 9	1678079347.019721	0	343
send 6	1678079347.5223832	0	344
send 3	1678079348.023191	0	345
send 7	1678079348.5237231	0	346
receive	1678079349.0256581	0	352
send 2	1678079349.528702	0	353
send 6	1678079350.029352	0	354
send 10	1678079350.530703	0	355
send 5	1678079351.0321238	0	356
send 10	1678079351.533482	0	357
send 6	1678079352.036878	0	358
send 9	1678079352.537934	0	359
send 10	1678079353.038555	0	360
receive	1678079353.53934	0	370
send 3	1678079354.040129	0	371
send 2	1678079354.541827	0	372
send 3	1678079355.047072	0	373
send 1	1678079355.548299	0	374
send 8	1678079356.054014	0	375
send 4	1678079356.5553532	0	376
receive	1678079357.061007	0	380
send 6	1678079357.562788	0	381
send 9	1678079358.0675578	0	382
receive	1678079358.569243	0	385
send 7	1678079359.072167	0	386
send 1	1678079359.573975	0	387
receive	1678079360.078388	0	391
send 1	1678079360.582023	0	392
send 10	1678079361.08748	0	393
send 3	1678079361.5921102	0	394
send 3	1678079362.097837	0	395
send 8	1678079362.599086	0	396
receive	1678079363.1009548	0	400
receive	1678079363.601946	0	401
receive	1678079364.1054878	1	403
receive	1678079364.606359	0	404
send 1	1678079365.111135	0	405
send 6	1678079365.615981	0	406
send 6	1678079366.118761	0	407
receive	1678079366.621912	0	410
receive	1678079367.12306	0	414
send 8	1678079367.623874	0	415
send 9	1678079368.128521	0	416
receive	1678079368.632912	0	421
send 8	1678079369.136396	0	422
receive	1678079369.638072	0	424
receive	1678079370.138803	0	427
receive	1678079370.643179	1	428
receive	1678079371.144421	0	429
send 8	1678079371.645303	0	430
send 4	1678079372.146322	0	431
send 9	1678079372.647302	0	432
send 8	1678079373.14799	0	433
send 10	1678079373.649516	0	434
send 1	1678079374.1524491	0	435
send 7	1678079374.654073	0	436
send 8	1678079375.158402	0	437
send 5	1678079375.659769	0	438
receive	1678079376.160287	0	449
receive	1678079376.6608698	0	451
receive	1678079377.16224	0	453
receive	1678079377.665596	0	455
send 4	1678079378.168561	0	456
receive	1678079378.670976	0	458
receive	1678079379.1718102	0	461
receive	1678079380.1799061	1	463
receive	1678079380.682861	0	464
receive	1678079381.1867461	0	468
send 1	1678079381.687725	0	469
receive	1678079382.1882539	0	471
send 8	1678079382.6888	0	472
send 5	1678079383.189515	0	473
send 6	1678079384.191058	0	474
receive	1678079384.6967502	0	479
send 4	1678079385.197439	0	480
send 2	1678079385.701664	0	481
send 10	1678079386.202115	0	482
send 9	1678079386.702899	0	483
send 6	1678079387.203788	0	484
send 4	1678079387.7080278	0	485
send 7	1678079388.2090318	0	486
receive	1678079388.7107022	0	488
send 8	1678079389.2164109	0	489
send 3	1678079389.71744	0	490
send 4	1678079390.218237	0	491
receive	1678079390.720698	1	499
receive	1678079391.221677	0	500
send 2	1678079391.722662	0	501
send 1	1678079392.225657	0	502
send 5	1678079392.726094	0	503
send 8	1678079393.231714	0	504
send 6	1678079393.735025	0	505
send 6	1678079394.237817	0	506
send 7	1678079394.7387588	0	507
send 4	1678079395.239212	0	508
