Event	Time	Queue	Clock
send 2	1678247538.620905	0	166
send 6	1678247538.8213	0	167
send 10	1678247539.022138	0	168
send 10	1678247539.222612	0	169
send 8	1678247539.423448	0	170
send 7	1678247539.6286469	0	171
send 1	1678247539.829721	0	172
send 2	1678247540.03087	0	173
send 3	1678247540.234349	0	174
send 2	1678247540.436439	0	175
send 5	1678247540.642081	0	176
send 10	1678247541.0520692	0	177
send 7	1678247541.254669	0	178
send 8	1678247541.4583738	0	179
send 9	1678247541.660138	0	180
send 10	1678247541.864352	0	181
send 2	1678247542.064804	0	182
send 3	1678247542.265283	0	183
send 6	1678247542.4656608	0	184
send 9	1678247542.670502	0	185
send 3	1678247542.872183	0	186
send 4	1678247543.077298	0	187
send 5	1678247543.277736	0	188
send 7	1678247543.478765	0	189
send 2	1678247543.682668	0	190
send 2	1678247543.887239	0	191
send 8	1678247544.091796	0	192
send 7	1678247544.494747	0	193
send 5	1678247544.697363	0	194
send 1	1678247544.901838	0	195
send 2	1678247545.102315	0	196
send 5	1678247545.305909	0	197
send 10	1678247545.50963	0	198
send 3	1678247545.7101161	0	199
send 5	1678247545.9110851	0	200
receive	1678247546.314789	0	201
send 2	1678247546.5152798	0	202
send 9	1678247546.7157812	0	203
send 7	1678247546.919599	0	204
send 2	1678247547.1202319	0	205
send 5	1678247547.321643	0	206
send 5	1678247547.526009	0	207
send 2	1678247547.7267048	0	208
send 2	1678247547.929813	0	209
send 4	1678247548.1308239	0	210
send 8	1678247548.533202	0	211
send 1	1678247548.938519	0	212
send 7	1678247549.3468869	0	213
send 7	1678247549.547531	0	214
send 8	1678247549.74806	0	215
send 7	1678247549.95203	0	216
send 7	1678247550.155097	0	217
send 1	1678247550.359636	0	218
send 2	1678247550.563054	0	219
send 10	1678247550.767671	0	220
send 8	1678247550.968033	0	221
send 2	1678247551.172658	0	222
send 10	1678247551.374977	0	223
send 6	1678247551.5781848	0	224
send 6	1678247551.7813141	0	225
send 4	1678247551.986295	0	226
send 7	1678247552.1908998	0	227
send 2	1678247552.391774	0	228
send 8	1678247552.592502	0	229
receive	1678247553.003704	0	230
send 7	1678247553.2082691	0	231
receive	1678247553.411905	0	232
send 5	1678247553.614826	0	233
receive	1678247553.818143	0	234
send 3	1678247554.0186508	0	235
send 2	1678247554.21949	0	236
send 2	1678247554.4206998	0	237
send 6	1678247554.622707	0	238
send 7	1678247555.031908	0	239
send 8	1678247555.232467	0	240
send 4	1678247555.432959	0	241
send 9	1678247555.834731	0	242
send 9	1678247556.0390751	0	243
send 5	1678247556.2423701	0	244
send 7	1678247556.447907	0	245
send 3	1678247556.651802	0	246
send 3	1678247556.8524191	0	247
send 6	1678247557.115693	0	248
send 2	1678247557.318718	0	249
send 10	1678247557.5225952	0	250
send 4	1678247557.7243059	0	251
send 10	1678247557.928087	0	252
send 1	1678247558.1315782	0	253
send 3	1678247558.332408	0	254
send 3	1678247558.532938	0	255
send 8	1678247558.7347322	0	256
send 3	1678247558.9364932	0	257
send 1	1678247559.145239	0	258
send 6	1678247559.3517709	0	259
send 7	1678247559.556753	0	260
send 6	1678247559.758214	0	261
send 8	1678247559.958712	0	262
send 2	1678247560.159348	0	263
send 6	1678247560.35972	0	264
send 8	1678247560.564637	0	265
send 9	1678247560.970757	0	266
send 10	1678247561.171495	0	267
send 2	1678247561.37632	0	268
send 4	1678247561.5782132	0	269
send 9	1678247561.782629	0	270
send 4	1678247562.1870542	0	271
send 4	1678247562.3917282	0	272
